customer_id,tenure_months,monthly_charges,support_tickets,late_payments,usage_hours,contract,payment_method,region,plan,support_plan,churn,annual_value,churn_probability,risk_level,recommended_action
CUST105501,17,3540.34,3,0,47.3,Month-to-Month,Net Banking,East,Basic,No,1,42484.08,0.9611097989354523,High,Priority retention call + targeted offer
CUST104115,35,3501.27,1,0,10.7,Month-to-Month,Credit Card,West,Standard,No,1,42015.24,0.9610308231641077,High,Priority retention call + targeted offer
CUST105282,60,3649.19,2,1,32.5,Two Year,Debit Card,South,Standard,No,1,43790.28,0.9609815552656795,High,Priority retention call + targeted offer
CUST102054,52,3503.2,3,1,48.0,Month-to-Month,UPI,South,Basic,No,1,42038.4,0.960929067620263,High,Priority retention call + targeted offer
CUST100196,25,3606.68,2,0,28.2,One Year,Net Banking,North,Premium,No,1,43280.16,0.9608789145744906,High,Priority retention call + targeted offer
CUST105431,17,3461.4,3,3,20.9,Month-to-Month,Net Banking,East,Premium,No,1,41536.8,0.9605484561920858,High,Priority retention call + targeted offer
CUST100793,60,3451.31,4,3,12.7,Month-to-Month,Debit Card,West,Basic,Yes,1,41415.72,0.9603225128086097,High,Priority retention call + targeted offer
CUST100687,43,3561.1,2,2,41.5,Month-to-Month,Net Banking,West,Standard,No,1,42733.2,0.9601638494159304,High,Priority retention call + targeted offer
CUST101485,63,3603.76,1,0,54.7,Month-to-Month,UPI,West,Standard,No,1,43245.12,0.9599790268961039,High,Priority retention call + targeted offer
CUST101377,55,3558.93,2,0,30.7,Month-to-Month,Net Banking,North,Basic,No,1,42707.16,0.9599364774879454,High,Priority retention call + targeted offer
CUST102665,39,3517.72,3,0,14.0,Month-to-Month,Net Banking,North,Basic,Yes,1,42212.64,0.9598151791066364,High,Priority retention call + targeted offer
CUST104248,66,3571.92,4,0,37.8,Month-to-Month,UPI,North,Standard,Yes,1,42863.04,0.9597967472902986,High,Priority retention call + targeted offer
CUST104571,7,3453.54,2,1,60.1,Month-to-Month,UPI,North,Basic,No,1,41442.48,0.9595742236862511,High,Priority retention call + targeted offer
CUST105618,66,3470.8,3,3,33.5,Month-to-Month,UPI,North,Basic,Yes,1,41649.6,0.9595347404445379,High,Priority retention call + targeted offer
CUST101741,54,3503.02,2,1,45.0,Month-to-Month,UPI,North,Basic,No,1,42036.24,0.9594526235803581,High,Priority retention call + targeted offer
CUST102326,25,3463.07,1,1,38.1,Month-to-Month,UPI,West,Basic,No,1,41556.84,0.959403132169657,High,Priority retention call + targeted offer
CUST104188,4,3382.55,4,4,40.2,Month-to-Month,UPI,North,Standard,No,1,40590.6,0.9588064317772232,High,Priority retention call + targeted offer
CUST104757,10,3471.54,0,2,29.3,Month-to-Month,Debit Card,West,Standard,Yes,1,41658.48,0.9588005235546405,High,Priority retention call + targeted offer
CUST102352,52,3617.28,0,4,41.2,Two Year,Net Banking,North,Premium,No,1,43407.36,0.9586681570472234,High,Priority retention call + targeted offer
CUST100651,47,3539.9,3,1,21.6,One Year,Credit Card,East,Basic,No,1,42478.8,0.9585746980393088,High,Priority retention call + targeted offer
CUST101132,58,3656.81,1,1,71.2,One Year,Credit Card,South,Standard,No,1,43881.72,0.958544226731953,High,Priority retention call + targeted offer
CUST100181,11,3516.02,2,2,38.7,Month-to-Month,Net Banking,West,Standard,Yes,1,42192.24,0.9584721547595688,High,Priority retention call + targeted offer
CUST105606,33,3534.31,1,2,52.6,One Year,UPI,North,Basic,No,1,42411.72,0.9584214769698155,High,Priority retention call + targeted offer
CUST103140,36,3519.06,3,1,44.4,Month-to-Month,Credit Card,East,Premium,Yes,1,42228.72,0.9581111570541708,High,Priority retention call + targeted offer
CUST102450,61,3617.29,3,1,52.5,Month-to-Month,Net Banking,North,Standard,Yes,1,43407.48,0.9580005657403958,High,Priority retention call + targeted offer
CUST104617,44,3503.26,1,1,55.3,Month-to-Month,UPI,North,Basic,No,1,42039.12,0.957917567947873,High,Priority retention call + targeted offer
CUST103321,12,3441.38,2,1,50.5,Month-to-Month,UPI,North,Basic,No,1,41296.56,0.9573811945083366,High,Priority retention call + targeted offer
CUST102763,3,3473.59,2,0,18.2,One Year,Credit Card,North,Basic,No,1,41683.08,0.9573612411764401,High,Priority retention call + targeted offer
CUST105119,3,3436.61,1,1,45.7,Month-to-Month,Credit Card,South,Basic,Yes,1,41239.32,0.9568715006396411,High,Priority retention call + targeted offer
CUST101629,10,3550.33,8,1,42.0,Two Year,Net Banking,North,Basic,No,1,42603.96,0.9568599709368385,High,Priority retention call + targeted offer
CUST101327,7,3520.99,2,0,54.4,Month-to-Month,Net Banking,West,Basic,No,1,42251.88,0.9568429636073338,High,Priority retention call + targeted offer
CUST102745,30,3454.7,0,1,28.6,Month-to-Month,UPI,West,Basic,No,1,41456.4,0.9567484024715672,High,Priority retention call + targeted offer
CUST100877,54,3494.29,5,1,29.8,Month-to-Month,UPI,South,Standard,No,1,41931.48,0.9563048376534162,High,Priority retention call + targeted offer
CUST101375,70,3569.87,3,2,67.0,Month-to-Month,Debit Card,West,Premium,No,1,42838.44,0.9561512420562838,High,Priority retention call + targeted offer
CUST101850,6,3544.48,2,1,62.1,One Year,Credit Card,East,Basic,Yes,1,42533.76,0.9553559130832365,High,Priority retention call + targeted offer
CUST102076,34,3532.25,1,1,41.4,Month-to-Month,Debit Card,West,Standard,Yes,1,42387.0,0.955292284981967,High,Priority retention call + targeted offer
CUST105221,64,3584.71,2,0,76.1,Month-to-Month,Credit Card,North,Basic,Yes,1,43016.52,0.9549530669434696,High,Priority retention call + targeted offer
CUST100752,7,3494.55,3,0,41.2,Month-to-Month,UPI,East,Standard,Yes,1,41934.6,0.9544327052361729,High,Priority retention call + targeted offer
CUST100210,19,3480.71,3,1,39.2,Month-to-Month,Cash,East,Standard,No,1,41768.52,0.9543333639535313,High,Priority retention call + targeted offer
CUST103538,39,3474.09,3,1,33.5,Month-to-Month,UPI,East,Basic,Yes,1,41689.08,0.9541363709069463,High,Priority retention call + targeted offer
CUST104899,43,3510.28,2,2,51.8,Month-to-Month,Debit Card,North,Standard,No,1,42123.36,0.9540157273018648,High,Priority retention call + targeted offer
CUST105004,56,3579.31,3,0,33.4,One Year,Credit Card,East,Basic,No,1,42951.72,0.9538942647157496,High,Priority retention call + targeted offer
CUST100493,44,3618.91,3,1,63.1,Two Year,Credit Card,South,Premium,No,1,43426.92,0.9536568324673836,High,Priority retention call + targeted offer
CUST105489,26,3455.67,1,4,6.0,Two Year,UPI,South,Premium,No,1,41468.04,0.9534861992453628,High,Priority retention call + targeted offer
CUST102883,4,3499.81,1,2,52.1,One Year,Credit Card,South,Premium,No,1,41997.72,0.9534369618413563,High,Priority retention call + targeted offer
CUST101664,38,3563.34,1,0,47.5,Month-to-Month,Debit Card,West,Standard,Yes,1,42760.08,0.9534340951518474,High,Priority retention call + targeted offer
CUST105845,12,3530.09,1,0,15.3,Two Year,Credit Card,West,Basic,Yes,1,42361.08,0.9532942307403841,High,Priority retention call + targeted offer
CUST100014,52,3664.71,2,3,74.4,Two Year,Debit Card,East,Standard,Yes,1,43976.52,0.9532021222906529,High,Priority retention call + targeted offer
CUST104706,34,3463.62,2,2,49.1,Month-to-Month,Credit Card,West,Basic,Yes,1,41563.44,0.9532014771469461,High,Priority retention call + targeted offer
CUST104137,19,3445.98,4,3,55.4,Month-to-Month,Debit Card,South,Standard,No,1,41351.76,0.953196404936461,High,Priority retention call + targeted offer
CUST101507,35,3566.46,1,1,17.2,Two Year,Debit Card,East,Basic,Yes,1,42797.52,0.9531675958836069,High,Priority retention call + targeted offer
CUST105267,46,3604.9,2,0,59.8,Month-to-Month,Net Banking,South,Standard,No,1,43258.8,0.9529064348850932,High,Priority retention call + targeted offer
CUST100987,23,3555.39,2,0,37.7,Month-to-Month,Net Banking,East,Standard,No,1,42664.68,0.9529060832430933,High,Priority retention call + targeted offer
CUST101639,20,3542.51,0,0,42.8,One Year,Credit Card,West,Basic,No,1,42510.12,0.9528284103140834,High,Priority retention call + targeted offer
CUST102399,53,3534.12,3,2,64.3,Month-to-Month,UPI,North,Standard,Yes,1,42409.44,0.9523200363247771,High,Priority retention call + targeted offer
CUST104693,63,3539.36,3,0,33.4,Month-to-Month,Debit Card,East,Basic,Yes,1,42472.32,0.9521864679235963,High,Priority retention call + targeted offer
CUST100608,70,3587.2,2,2,39.2,One Year,Credit Card,North,Standard,No,1,43046.4,0.9519969396534816,High,Priority retention call + targeted offer
CUST105325,29,3413.08,2,4,29.6,Month-to-Month,Net Banking,South,Basic,No,1,40956.96,0.9518072364312671,High,Priority retention call + targeted offer
CUST105814,43,3604.47,0,1,39.7,Two Year,UPI,South,Premium,Yes,1,43253.64,0.9512812663932695,High,Priority retention call + targeted offer
CUST100870,33,3531.22,3,0,53.8,Month-to-Month,Net Banking,South,Basic,No,1,42374.64,0.9512579990464968,High,Priority retention call + targeted offer
CUST100392,27,3512.3,2,3,44.2,Two Year,Debit Card,South,Basic,No,1,42147.6,0.9512014864044143,High,Priority retention call + targeted offer
CUST100839,66,3662.4,2,0,32.7,One Year,Net Banking,North,Premium,Yes,1,43948.8,0.9509820973848895,High,Priority retention call + targeted offer
CUST105860,38,3585.65,2,0,24.5,One Year,Debit Card,East,Standard,No,1,43027.8,0.9508995810915368,High,Priority retention call + targeted offer
CUST100177,12,3458.63,2,0,35.4,Month-to-Month,UPI,South,Standard,No,1,41503.56,0.9500697131013819,High,Priority retention call + targeted offer
CUST102036,43,3573.55,1,1,39.9,Two Year,Credit Card,South,Basic,Yes,1,42882.6,0.9497015767975306,High,Priority retention call + targeted offer
CUST102862,61,3631.23,0,0,44.9,One Year,Cash,North,Standard,No,1,43574.76,0.9495766259201956,High,Priority retention call + targeted offer
CUST102978,21,3423.7,4,0,26.2,Month-to-Month,Credit Card,South,Basic,Yes,1,41084.4,0.9491930264332322,High,Priority retention call + targeted offer
CUST104037,45,3430.12,1,2,24.6,Month-to-Month,UPI,South,Basic,Yes,1,41161.44,0.9491012674411992,High,Priority retention call + targeted offer
CUST101209,70,3513.64,0,0,23.6,Month-to-Month,Debit Card,South,Basic,No,1,42163.68,0.9490872206761827,High,Priority retention call + targeted offer
CUST101199,45,3584.75,3,2,44.2,Two Year,Credit Card,West,Standard,No,1,43017.0,0.9490144520415662,High,Priority retention call + targeted offer
CUST101758,42,3522.38,1,0,35.4,Month-to-Month,Net Banking,South,Basic,No,1,42268.56,0.948737084718856,High,Priority retention call + targeted offer
CUST103881,17,3472.31,0,2,66.6,Month-to-Month,UPI,West,Premium,No,1,41667.72,0.9485949921502275,High,Priority retention call + targeted offer
CUST100085,51,3616.5,3,0,65.1,One Year,UPI,East,Basic,Yes,1,43398.0,0.9484369794484313,High,Priority retention call + targeted offer
CUST102772,15,3449.56,3,0,38.1,Month-to-Month,Cash,North,Premium,No,1,41394.72,0.9482957716643495,High,Priority retention call + targeted offer
CUST102818,10,3557.15,1,0,60.7,One Year,Credit Card,East,Basic,Yes,1,42685.8,0.9481134933626925,High,Priority retention call + targeted offer
CUST102643,34,3645.76,2,1,62.4,Two Year,Net Banking,West,Basic,Yes,1,43749.12,0.947989558205171,High,Priority retention call + targeted offer
CUST101223,48,3597.32,0,0,63.0,Month-to-Month,Net Banking,North,Premium,No,1,43167.84,0.9476745091200925,High,Priority retention call + targeted offer
CUST102615,49,3571.24,4,2,53.2,One Year,UPI,East,Premium,Yes,1,42854.88,0.9476384182907388,High,Priority retention call + targeted offer
CUST100310,48,3484.07,2,1,51.7,Month-to-Month,Credit Card,West,Basic,No,1,41808.84,0.9474931648281576,High,Priority retention call + targeted offer
CUST102594,23,3438.66,1,0,29.5,Month-to-Month,UPI,West,Basic,No,0,41263.92,0.9471868527982842,High,Priority retention call + targeted offer
CUST100138,26,3428.53,0,3,21.0,Month-to-Month,Credit Card,East,Standard,Yes,1,41142.36,0.9464812957523997,High,Priority retention call + targeted offer
CUST100942,66,3641.92,2,1,34.3,Two Year,UPI,East,Standard,Yes,1,43703.04,0.9464578529622846,High,Priority retention call + targeted offer
CUST104010,26,3595.81,0,1,66.4,Two Year,Debit Card,South,Basic,Yes,1,43149.72,0.9464443976810879,High,Priority retention call + targeted offer
CUST104846,61,3581.36,1,0,27.7,Month-to-Month,Net Banking,West,Standard,No,1,42976.32,0.9463307226980675,High,Priority retention call + targeted offer
CUST103227,28,3515.25,6,1,21.3,Two Year,Debit Card,North,Premium,No,1,42183.0,0.9459874255737719,High,Priority retention call + targeted offer
CUST100274,31,3552.49,2,0,41.5,Two Year,UPI,South,Basic,No,1,42629.88,0.9458943896898212,High,Priority retention call + targeted offer
CUST103280,7,3429.53,1,1,63.3,Month-to-Month,UPI,North,Basic,No,1,41154.36,0.9457156881154987,High,Priority retention call + targeted offer
CUST104690,1,3562.25,1,0,43.4,Two Year,Debit Card,South,Premium,Yes,1,42747.0,0.9456917425841878,High,Priority retention call + targeted offer
CUST102864,7,3425.89,5,0,28.5,Month-to-Month,UPI,West,Standard,No,1,41110.68,0.9452328038985973,High,Priority retention call + targeted offer
CUST101078,31,3482.1,1,2,49.2,Month-to-Month,Debit Card,West,Standard,No,1,41785.2,0.9449793884081448,High,Priority retention call + targeted offer
CUST101001,54,3636.14,3,0,38.9,Two Year,Debit Card,West,Standard,No,1,43633.68,0.944978004962985,High,Priority retention call + targeted offer
CUST101127,46,3469.43,3,4,51.9,One Year,UPI,South,Basic,No,1,41633.16,0.9449521035297218,High,Priority retention call + targeted offer
CUST101948,1,3499.2,3,0,77.2,Month-to-Month,Cash,West,Standard,No,1,41990.4,0.9445143991974092,High,Priority retention call + targeted offer
CUST103670,11,3445.19,2,1,14.2,One Year,Credit Card,East,Basic,No,1,41342.28,0.9440753580048611,High,Priority retention call + targeted offer
CUST102029,25,3480.01,3,5,18.7,Two Year,Net Banking,East,Basic,Yes,1,41760.12,0.9440104837217485,High,Priority retention call + targeted offer
CUST103996,2,3425.75,1,1,34.6,Month-to-Month,Debit Card,South,Standard,No,1,41109.0,0.9439171499451214,High,Priority retention call + targeted offer
CUST101602,60,3602.97,1,1,66.5,Month-to-Month,Net Banking,East,Premium,No,1,43235.64,0.943471480017827,High,Priority retention call + targeted offer
CUST105541,12,3425.66,3,1,65.7,Month-to-Month,Credit Card,South,Basic,No,1,41107.92,0.943163901710487,High,Priority retention call + targeted offer
CUST101642,33,3598.85,1,2,66.4,Two Year,Cash,West,Standard,No,1,43186.2,0.9428661776294975,High,Priority retention call + targeted offer
CUST102438,61,3537.82,2,1,14.0,One Year,Cash,West,Premium,No,1,42453.84,0.9427443030336813,High,Priority retention call + targeted offer
CUST102259,72,3560.36,4,0,45.3,Month-to-Month,Debit Card,West,Premium,Yes,1,42724.32,0.9426692638381095,High,Priority retention call + targeted offer
CUST104174,29,3579.3,3,2,50.7,Two Year,Cash,East,Standard,Yes,1,42951.6,0.9423715802756396,High,Priority retention call + targeted offer
CUST102312,37,3354.6,1,4,25.2,Month-to-Month,Cash,South,Basic,No,1,40255.2,0.9422781481975401,High,Priority retention call + targeted offer
CUST101837,22,3420.01,1,2,35.3,Month-to-Month,UPI,South,Standard,No,1,41040.12,0.9421364283221203,High,Priority retention call + targeted offer
CUST101907,12,3406.21,0,2,33.1,Month-to-Month,UPI,South,Standard,No,1,40874.52,0.9420107978843318,High,Priority retention call + targeted offer
CUST103038,21,3393.92,3,1,2.0,Month-to-Month,UPI,North,Standard,Yes,1,40727.04,0.941828047669339,High,Priority retention call + targeted offer
CUST102822,10,3462.43,0,1,23.8,Month-to-Month,Net Banking,North,Standard,No,1,41549.16,0.9413009178259045,High,Priority retention call + targeted offer
CUST101462,4,3475.33,2,1,43.6,Month-to-Month,Net Banking,East,Premium,No,1,41703.96,0.9411494875829949,High,Priority retention call + targeted offer
CUST101770,25,3495.19,0,2,49.9,One Year,UPI,South,Basic,Yes,1,41942.28,0.9410110513995974,High,Priority retention call + targeted offer
CUST105539,72,3527.61,2,2,46.9,Month-to-Month,UPI,West,Standard,Yes,1,42331.32,0.9408323045787723,High,Priority retention call + targeted offer
CUST104491,15,3427.36,3,0,37.2,Month-to-Month,UPI,South,Premium,No,1,41128.32,0.9404021027369522,High,Priority retention call + targeted offer
CUST105020,64,3549.27,1,0,47.0,Month-to-Month,Credit Card,West,Standard,No,1,42591.24,0.9403633527294945,High,Priority retention call + targeted offer
CUST104224,57,3476.64,4,2,41.5,Month-to-Month,Debit Card,South,Standard,No,1,41719.68,0.9401781609931191,High,Priority retention call + targeted offer
CUST103490,8,3425.43,2,2,51.6,Month-to-Month,UPI,North,Standard,Yes,1,41105.16,0.9397407589977443,High,Priority retention call + targeted offer
CUST104362,36,3497.32,0,1,55.4,Month-to-Month,Debit Card,West,Premium,No,1,41967.84,0.9380404748445209,High,Priority retention call + targeted offer
CUST105703,32,3438.35,3,4,8.1,Two Year,Credit Card,North,Standard,No,1,41260.2,0.9373712939517052,High,Priority retention call + targeted offer
CUST103501,47,3574.68,3,2,43.3,One Year,Net Banking,South,Standard,No,1,42896.16,0.9373487762070396,High,Priority retention call + targeted offer
CUST104367,11,3380.27,1,1,36.2,Month-to-Month,Credit Card,North,Basic,No,1,40563.24,0.9371690082041391,High,Priority retention call + targeted offer
CUST102267,53,3477.58,1,1,35.5,Month-to-Month,UPI,North,Standard,No,1,41730.96,0.9362368676623142,High,Priority retention call + targeted offer
CUST102187,19,3388.36,3,4,61.2,Month-to-Month,UPI,South,Premium,Yes,1,40660.32,0.9357856769117742,High,Priority retention call + targeted offer
CUST102043,54,3363.0,1,5,13.7,Month-to-Month,Credit Card,North,Standard,No,1,40356.0,0.9352299426214745,High,Priority retention call + targeted offer
CUST105299,61,3472.81,1,4,24.4,One Year,UPI,East,Basic,Yes,1,41673.72,0.9349523549501675,High,Priority retention call + targeted offer
CUST100448,38,3557.37,3,1,21.0,One Year,Net Banking,North,Standard,Yes,1,42688.44,0.9344939127188843,High,Priority retention call + targeted offer
CUST105217,48,3631.48,0,2,42.3,Two Year,Net Banking,East,Standard,No,1,43577.76,0.9341431226091331,High,Priority retention call + targeted offer
CUST102898,58,3429.51,3,2,46.0,Month-to-Month,Credit Card,South,Basic,No,1,41154.12,0.9341321929619335,High,Priority retention call + targeted offer
CUST105435,72,3522.65,3,1,29.8,Month-to-Month,Net Banking,South,Premium,No,1,42271.8,0.933438180073001,High,Priority retention call + targeted offer
CUST102386,69,3478.74,3,3,34.6,One Year,Credit Card,North,Basic,No,1,41744.88,0.9330627871860442,High,Priority retention call + targeted offer
CUST103502,23,3426.22,0,0,17.4,Month-to-Month,Credit Card,North,Standard,No,1,41114.64,0.9329806815098899,High,Priority retention call + targeted offer
CUST104228,26,3443.31,4,1,54.8,Month-to-Month,Debit Card,North,Premium,No,1,41319.72,0.9329293858477408,High,Priority retention call + targeted offer
CUST101232,70,3534.57,4,1,30.2,One Year,Debit Card,North,Basic,Yes,1,42414.84,0.932548434316607,High,Priority retention call + targeted offer
CUST100966,44,3553.15,1,2,62.8,Two Year,Debit Card,North,Basic,No,1,42637.8,0.9321129312809631,High,Priority retention call + targeted offer
CUST102304,66,3569.43,1,1,17.8,One Year,Debit Card,West,Standard,Yes,1,42833.16,0.931578080906677,High,Priority retention call + targeted offer
CUST101244,64,3570.29,1,0,48.0,Month-to-Month,Net Banking,East,Basic,Yes,1,42843.48,0.9314915837850049,High,Priority retention call + targeted offer
CUST104544,33,3398.95,2,0,15.4,Month-to-Month,Credit Card,West,Basic,No,1,40787.4,0.9313154366522749,High,Priority retention call + targeted offer
CUST102730,70,3514.81,2,0,27.4,Month-to-Month,Net Banking,South,Basic,No,1,42177.72,0.9311939839301187,High,Priority retention call + targeted offer
CUST105360,48,3396.47,3,3,12.0,Month-to-Month,Cash,East,Standard,No,1,40757.64,0.9308439658538237,High,Priority retention call + targeted offer
CUST101526,23,3433.33,2,0,32.5,Month-to-Month,UPI,South,Standard,No,1,41199.96,0.9305838807782654,High,Priority retention call + targeted offer
CUST102675,43,3452.4,4,1,32.1,Month-to-Month,Cash,East,Premium,Yes,1,41428.8,0.9301138764910147,High,Priority retention call + targeted offer
CUST100909,7,3525.64,4,0,59.9,One Year,Credit Card,East,Premium,Yes,1,42307.68,0.9300048153481102,High,Priority retention call + targeted offer
CUST101543,41,3483.47,3,0,70.1,Month-to-Month,Debit Card,South,Basic,No,1,41801.64,0.9289148266703734,High,Priority retention call + targeted offer
CUST102471,8,3459.9,5,1,79.1,Month-to-Month,Cash,East,Standard,No,1,41518.8,0.9282871547396877,High,Priority retention call + targeted offer
CUST104223,39,3433.18,3,1,36.1,Month-to-Month,UPI,South,Standard,No,1,41198.16,0.9281511713514701,High,Priority retention call + targeted offer
CUST105600,25,3413.22,2,1,34.3,Month-to-Month,Credit Card,South,Standard,No,1,40958.64,0.9273289243291556,High,Priority retention call + targeted offer
CUST101403,24,3366.75,3,1,32.6,Month-to-Month,UPI,South,Basic,No,1,40401.0,0.9268795760260303,High,Priority retention call + targeted offer
CUST105112,72,3600.97,1,0,37.5,One Year,Net Banking,South,Basic,No,1,43211.64,0.9266728749686803,High,Priority retention call + targeted offer
CUST100217,7,3497.53,2,0,31.5,One Year,Debit Card,North,Standard,Yes,1,41970.36,0.9264670917873706,High,Priority retention call + targeted offer
CUST101565,33,3464.46,0,0,58.1,Month-to-Month,Credit Card,South,Basic,Yes,1,41573.52,0.9263789762133297,High,Priority retention call + targeted offer
CUST103654,49,3513.73,3,2,32.3,Two Year,Debit Card,East,Basic,No,1,42164.76,0.9258049578689762,High,Priority retention call + targeted offer
CUST105510,30,3490.12,2,0,46.8,One Year,UPI,North,Basic,No,1,41881.44,0.924682112293969,High,Priority retention call + targeted offer
CUST103524,21,3491.97,2,0,42.7,One Year,UPI,West,Basic,Yes,1,41903.64,0.9244766933703816,High,Priority retention call + targeted offer
CUST101067,47,3478.52,3,1,51.7,Month-to-Month,Net Banking,North,Basic,No,1,41742.24,0.924386077040042,High,Priority retention call + targeted offer
CUST105943,47,3487.92,3,1,79.2,Month-to-Month,Credit Card,North,Premium,No,1,41855.04,0.9237387427413694,High,Priority retention call + targeted offer
CUST102939,13,3395.27,3,1,59.2,Month-to-Month,Credit Card,South,Basic,Yes,1,40743.24,0.9231740293617062,High,Priority retention call + targeted offer
CUST105332,29,3485.09,4,2,21.8,One Year,Net Banking,North,Premium,Yes,1,41821.08,0.92174804822397,High,Priority retention call + targeted offer
CUST101038,32,3441.34,3,0,26.2,Month-to-Month,UPI,West,Standard,Yes,1,41296.08,0.9217466156471253,High,Priority retention call + targeted offer
CUST101672,20,3408.6,2,1,56.4,Month-to-Month,UPI,East,Basic,No,1,40903.2,0.9214177147329868,High,Priority retention call + targeted offer
CUST104905,47,3501.39,0,1,11.6,One Year,UPI,East,Standard,No,1,42016.68,0.9206068506324221,High,Priority retention call + targeted offer
CUST100216,6,3463.06,1,0,46.1,One Year,UPI,South,Basic,Yes,1,41556.72,0.9205442876725023,High,Priority retention call + targeted offer
CUST105452,61,3564.91,3,1,56.7,One Year,Credit Card,West,Premium,Yes,1,42778.92,0.9205007768918054,High,Priority retention call + targeted offer
CUST100128,42,3419.16,4,2,43.3,Month-to-Month,Debit Card,West,Premium,No,1,41029.92,0.9200207607313179,High,Priority retention call + targeted offer
CUST105849,5,3374.13,1,0,16.2,Month-to-Month,Cash,South,Standard,No,1,40489.56,0.9194482403646848,High,Priority retention call + targeted offer
CUST101457,33,3400.63,3,2,54.0,Month-to-Month,UPI,West,Basic,Yes,1,40807.56,0.9190173252830318,High,Priority retention call + targeted offer
CUST104490,14,3420.44,2,1,36.8,Month-to-Month,Net Banking,East,Basic,No,1,41045.28,0.918974920969219,High,Priority retention call + targeted offer
CUST105095,13,3436.35,1,3,52.5,Two Year,UPI,South,Basic,No,1,41236.2,0.9189129169527629,High,Priority retention call + targeted offer
CUST104476,68,3465.01,4,1,29.0,Month-to-Month,Credit Card,East,Standard,No,1,41580.12,0.9183425401046208,High,Priority retention call + targeted offer
CUST101428,20,3572.89,1,0,63.6,One Year,Debit Card,East,Standard,Yes,1,42874.68,0.918330401855748,High,Priority retention call + targeted offer
CUST101304,44,3448.72,3,2,54.7,Month-to-Month,UPI,East,Standard,No,1,41384.64,0.9181376712718025,High,Priority retention call + targeted offer
CUST105304,17,3455.13,3,2,42.5,Two Year,UPI,East,Basic,No,1,41461.56,0.9179531662164548,High,Priority retention call + targeted offer
CUST105024,63,3568.22,5,1,42.5,Two Year,Debit Card,South,Standard,No,1,42818.64,0.9178921290083936,High,Priority retention call + targeted offer
CUST104250,31,3477.49,2,0,57.3,Month-to-Month,Net Banking,South,Basic,No,1,41729.88,0.9176817564403786,High,Priority retention call + targeted offer
CUST100571,30,3377.68,0,2,27.5,Month-to-Month,UPI,East,Basic,Yes,1,40532.16,0.9174859676788649,High,Priority retention call + targeted offer
CUST105617,14,3427.54,0,2,19.9,Two Year,Credit Card,North,Basic,Yes,1,41130.48,0.9173009400369085,High,Priority retention call + targeted offer
CUST105187,9,3477.77,0,1,44.2,One Year,UPI,West,Standard,No,1,41733.24,0.9169941433008671,High,Priority retention call + targeted offer
CUST102195,59,3489.77,2,1,14.0,Month-to-Month,Net Banking,East,Standard,No,1,41877.24,0.9169667591709256,High,Priority retention call + targeted offer
CUST100053,34,3431.59,2,1,42.8,Month-to-Month,Debit Card,West,Premium,No,1,41179.08,0.9164212134371718,High,Priority retention call + targeted offer
CUST100050,55,3485.22,1,1,62.5,Month-to-Month,UPI,North,Standard,No,1,41822.64,0.9145110030475451,High,Priority retention call + targeted offer
CUST105313,29,3446.77,0,1,62.2,Month-to-Month,Cash,East,Basic,Yes,1,41361.24,0.9143883130352666,High,Priority retention call + targeted offer
CUST104538,61,3614.05,2,0,49.4,Two Year,UPI,West,Standard,Yes,1,43368.6,0.9137344656777527,High,Priority retention call + targeted offer
CUST101047,44,3560.15,0,0,40.5,One Year,Net Banking,South,Basic,Yes,1,42721.8,0.9132938298453016,High,Priority retention call + targeted offer
CUST101448,54,3543.79,1,0,35.9,One Year,Debit Card,West,Premium,No,1,42525.48,0.9126997992233558,High,Priority retention call + targeted offer
CUST100894,54,3454.11,3,1,44.9,Month-to-Month,Debit Card,West,Premium,No,1,41449.32,0.9119914224063553,High,Priority retention call + targeted offer
CUST101131,49,3399.57,4,2,52.2,Month-to-Month,Cash,West,Basic,No,1,40794.84,0.9119759745535363,High,Priority retention call + targeted offer
CUST100718,17,3482.36,2,1,79.8,One Year,Cash,South,Basic,No,1,41788.32,0.9119599574483903,High,Priority retention call + targeted offer
CUST105599,56,3518.44,0,0,68.9,Month-to-Month,Credit Card,North,Standard,No,1,42221.28,0.9118606992122174,High,Priority retention call + targeted offer
CUST102428,55,3351.39,5,5,41.1,Month-to-Month,Credit Card,East,Premium,No,1,40216.68,0.9113598024222849,High,Priority retention call + targeted offer
CUST105263,36,3379.91,1,2,52.1,Month-to-Month,Credit Card,North,Basic,No,1,40558.92,0.911200395998721,High,Priority retention call + targeted offer
CUST102792,52,3414.81,2,0,27.7,Month-to-Month,UPI,West,Basic,No,1,40977.72,0.9110598400412215,High,Priority retention call + targeted offer
CUST103316,46,3465.25,4,0,33.3,One Year,Credit Card,South,Basic,No,1,41583.0,0.9106491046075605,High,Priority retention call + targeted offer
CUST104180,48,3404.69,4,2,34.0,Month-to-Month,UPI,North,Standard,Yes,1,40856.28,0.9101680171033519,High,Priority retention call + targeted offer
CUST100103,1,3353.02,3,1,40.1,Month-to-Month,Debit Card,West,Basic,Yes,1,40236.24,0.9099794488505194,High,Priority retention call + targeted offer
CUST103171,68,3538.15,1,0,17.4,One Year,Debit Card,South,Standard,No,1,42457.8,0.9098390183235944,High,Priority retention call + targeted offer
CUST100722,61,3582.73,5,1,65.9,One Year,Net Banking,West,Basic,Yes,1,42992.76,0.9098092579288929,High,Priority retention call + targeted offer
